,Unnamed: 0,Description,Category,Predictions,Verify
325,198,exclusive empowering top hi reported these got confirmation fixed received please again make stops thank tuesday exclusive empowering top dear interested joining edition popular unleashing amsterdam two days engaging learning studies focusing key trends march discuss success stories areas strategy product expert led presentations speed sessions brainstorming useful networking opportunity join rated format unique exclusive structured maximize learning networking because about experience meet senior strategy leaders pinpoint where corporate belongs how excel cross sector learning find out how adopted by other sectors add learn other industries vertical sectors save money concentrated industry knowledge two intensive days studies listen studies outlining pros cons existing learn peers build relationships break out networking sessions discussion groups industry discussions key issues affect networking drinks reinvigorate fresh ideas meet industry pioneers discover how deliver breakthrough results interactive mobile event app take part event activities speaker include director platform ventures senior director den vertical front vice president content information european commission adviser director strategy regional digital innovations head front director product director venturing vice president excellence head commercial director chief officer save children head senior hague professor networks more information event increase visibility during event days best packages available discounted rates packages price speaking package chairing package exhibition package face face meetings face face meetings lunch vendor pass app sponsor cocktail dinner speaking exhibition speaking face face meetings chairing exhibition please let packages interested special discount code steps unleashing exclusive empowering effective event cross industry leading speakers senior level attendees corporate companies solution providers please let questions assistance registering by answering kind regards video image removed by want receive future events opt out image removed by based software,Application,Application,TRUE
326,1586,friday pm card hi card days card card file help him thanks,User Maintenance,User Maintenance,TRUE
327,1969,lost badge hi lost badge somewhere place for even for safety reasons could you please deactivate similar case year or two ago asked for another badge deactivated could you please activate one can come your bring check series if needed thanks senior analyst,Security,Security,TRUE
328,1441,re card hello si predate thanks,User Maintenance,User Maintenance,TRUE
329,935,friday october pm re poll virtual status down has assigned hi everyone thank best regards friday october pm poll virtual status down has assigned hello please change poll threshold instead asking because staging environment where performs different types tests added leader confirmation needed thank best regards senior engineer,Network,Application,FALSE
330,1500,july re usage second floor floor configured please thank engineer ext july re usage second floor hi please add enter floor best director usage second floor dear please informed second floor occupied clock kind regards specialist,User Maintenance,User Maintenance,TRUE
331,728,monitor raiser hello please allocate flex black thanks kind regards administrator,Database,Database,TRUE
332,1636,tuesday march pm card leaver si ne se la,User Maintenance,User Maintenance,TRUE
333,1580,pm re maternity leaver form ca pm maternity leaver form maternity leaver form ext,User Maintenance,User Maintenance,TRUE
334,1617,mea la si va,User Maintenance,User Maintenance,TRUE
335,2422,sent tuesday issues hi have some troubles connecting some like slack web problem appeared when we moved building also since changed password every prompted enter old password for some also asked provide credentials each thanks,Network,Database,FALSE
336,1823,thursday november pm rejoining hi thank kindly note allowing his he employed confirmed tomorrow disable his without removing permissions re enable tuesday morning his credentials same he work properly his back assist let thank kind regards analyst ext hub thursday november pm re rejoining hi has date tomorrow his he rejoin tuesday thanks,Security,User Maintenance,FALSE
337,1019,device dear please add colleague receive mails cartridge ink low printers once she receive mails colleague thank regards,Network,Application,FALSE
338,810,hello please provide evening re preparing activities christmas party take return morning thanks engineer,Database,Database,TRUE
339,1705,wednesday floor area hello please floor area working thank senior accountant ext registered st floor registration vat,User Maintenance,User Maintenance,TRUE
340,2616,case for belgrade working for one server machines location rd floor server space,Network,Network,TRUE
341,218,creating mailing mobile testing hi recently started mobile testing responsible order easily inform interested colleagues mailing thank best regards senior tester,Application,Database,FALSE
342,1736,friday december pm re card leaver tot friday december pm card leaver care firma,User Maintenance,User Maintenance,TRUE
343,692,friday december pm re remote configurations meeting room hi please needs made locations kind regards december remote configurations meeting room hello kindly note raised tickets teams located please advise separate tickets teams offices looking forward hearing thank christmas kind regards analyst ext hub friday december re hi ask configurations please tickets teams ask remote configurations meeting room question arises because described where colleague connect her possibly without realising tv meeting room she because tv because tv has device attached which connect find out possible connect microphone camera tv via kind regards information compliance officer extension december re hello tv well least tv option allow tv via view automatically option by default reason somebody disabled think ask help please wrong regarding recording listening meeting tv has camera guess possible again tv has then sharing works phone pc tv vice versa friday december hello received funny issue about colleague connected her mobile device tv screen meeting room played christmas carols her tv screen connecting tv screen meeting room listen record view discussions without thanks thursday december la ca la san si cine,Database,Database,TRUE
344,255,re almost card issue input needed resolved thank please delete card because holiday by mistake forgot code thank sorry technician,Application,Security,FALSE
345,2483,original message sent march warning host link down event host link down port event id event code event severity warning event name location client name contact address additional information link for indicated host port unexpectedly gone down recommended action look for corresponding event monitor excessive transitions if event occurs more than times per hour should be investigated event probably caused by equipment outside such faulty cabling or faulty switch if problem outside replace controller module logged event,Network,Network,TRUE
346,1914,lost phone was stolen hello unfortunately find phone pretty was stolen what should next thanks lot specialist en address blvd th floor district click here find out more about experience,Security,Security,TRUE
347,2043,please deactivate below card hello kindly deactivate below card was lost visitor lost deactivate thank you manager,Security,Security,TRUE
348,1579,tuesday pm re starter card enabling hi card possession please assign thank thursday starter card enabling va va analyst ext hub,User Maintenance,User Maintenance,TRUE
349,1361,activate pass dear please activate pass currently trip thank kind regards engineer,User Maintenance,Security,FALSE
350,2143,sent thursday re lost access card hello have problem can access gates ground floor could you solve thanks sent tuesday re lost access card hello changes have made have sent tuesday lost access card hello teams we please ask you card number lost activate replacement for should there be anything we assist with let know thank you kind regards analyst ext hub sent tuesday access card hello lost access card what should get another one thanks,Security,Security,TRUE
351,1733,wednesday december card hello please advised called advise she forgot her card she storage saved her number please assist her thanks kind regards analyst,User Maintenance,User Maintenance,TRUE
352,143,dear please help recover thanks,Application,Application,TRUE
353,2167,sent thursday hey manager sent tuesday hello kindly be advised we have enabled access th floor for following access cards visitor visitor visitor visitor visitor visitor visitor visitor visitor visitor milk fruits fresh la please let know should you require further assistance thank you kindest regards analyst,Security,Security,TRUE
354,2410,poll battery status down poll output value under low watermark poll battery status down poll output value under low watermark,Network,Application,FALSE
355,2254,sent friday february lost badges hello could you deactivate following visitor cards thank you have lovely manager,Security,Security,TRUE
356,1352,re rights hi colleague needs secure room his name please give him same rights entire has thanks,User Maintenance,User Maintenance,TRUE
357,317,re contract due hi please note kind regards mobility officer contract due dear contract due please contract extended date note by disabled contract ended thank,Application,Application,TRUE
358,2760,sent tuesday november problems with laptop keyboard hello recently one letters keyboard was broken main problem most likely cannot be fixed by replacing single letter but whole keyboard needs be replaced have contacted responsible for these have more info ticket intended for mostly further action needed kind regards developer en,Database,Database,TRUE
359,2995,sent tuesday feedback follow up conf call hello setup meeting one colleagues tells another meeting same looks like his side but when setting up meeting shows available below please advise thanks sent tuesday re feedback follow up conf call sa la sent tuesday re feedback follow up conf call mod cert la si la merci sent tuesday re feedback follow up conf call ca la sa fie original appointment sent tuesday declined feedback follow up conf call when tuesday athens where inspire meeting room th floor overlap with another meeting,Database,Database,TRUE
360,1939,re re potential we might be using thank you for your answers gentlemen we looking forward for list assets then we ll have ask deploy patches using according attached there only two packages needed sp sp patch assets regards sent wednesday december re re potential we might be using agree december updates released overnight includes fixes for thanks sent boxer december wrote hi say we use patches provided by seeing we know how take for react let agree installation method once we have exact number assets their what know mostly being used but we could be keeping for contingency thank you manager sent december re re potential we might be using hi thanks for your help with can you please extract list with assets how you suggest we should proceed with patching should we wait until releases patch deploy automatically we know when if going happen or we should patch assets using patches already provided by any thoughts kind regards sent tuesday december re potential we might be using care si se pare ca engineer mid db image ext,Security,Database,FALSE
361,752,device recovery report tray printer details tray copier details tray scanner ready details model name device name comment floor host name name print name file name printer name zone name name computer name share name device notified,Database,Network,FALSE
362,1674,february pm guest cards found hi guest cards found guest guest guest please enable,User Maintenance,User Maintenance,TRUE
363,838,update tool hi recently users were moved onto part move update utility installed allowing users easily update passwords receive utility going expire days thanks,Database,Application,FALSE
364,1903,cards assigned hello enclosed bulk thanks july re bulk starter form internship hello sorry delay please find attached bulk starter form ext ale street center july bulk starter form internship hi please help updated form interns were advised interns received form today prepare needed accounts thank analyst ext bulk starter form internship hello please fill attached starter form interns evening ext ale street center,Security,Database,FALSE
365,1106,port required hello due member port installed required order install phone thin client added pm thanks,Network,Database,FALSE
366,2971,sent tuesday battery detected dear please raise sr assign for replacing laptop was longer detecting battery en was replaced with en because find for awareness also contacted for servicing ref mr scheduled for th kind regards engineer en,Database,Database,TRUE
367,2187,sent tuesday re alert fake yes need run additional anti scanner across your computer please raise ticket for possible infection escalate ask them check computer for kind regards sent re alert fake hello did receive below shared mailbox for we work with course clicked still working think before you click there anything need thanks administrator en phone address st,Security,Security,TRUE
368,2893,keep getting out memory errors laptop usually occurs when building assets causes most applications using fail impacts work attached some memory error image shows message receiving some pc resource usage also couple times video driver crashes screen becomes unresponsive for couple seconds,Database,Database,TRUE
369,464,re please action reports hi has absence registered please bellow order prevent submit her timecards added assist needed thank lead wednesday pm please action reports dear currently maternity leave receiving please advise complete her thank discipline lead ext date wednesday please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Application,Application,TRUE
370,1329,card va si si va,User Maintenance,User Maintenance,TRUE
371,1499,july re lost card se va alt card friday july pm lost lost la va ca analyst ext hub,User Maintenance,Security,FALSE
372,1226,re maternity form hi please attached filled form she return monitor yet she plans return estimate rd ext date wednesday pm maternity form hi maternity leave starts please help filling attached form thank lead id image,User Maintenance,User Maintenance,TRUE
373,2534,downtime was lasted for about times recovered log out log back,Network,Network,TRUE
374,2087,sent friday july lost access card hello unfortunately looks like lost access card could please ask you disable issue one replace also let know if you send one or if have come pick up thanks for help apologize for kind regards manager en,Security,Security,TRUE
375,2750,sent monday november breaks when switching cable hi working using cable order connect recently whenever switch cable breaks remains try connect status could you please advise because issue receive late only after finish interrupt activities using cable kindest regards senior developer en,Database,Database,TRUE
376,225,client hi client currently managing thanks head mob,Application,Application,TRUE
377,1368,tuesday pm si lead ca tale care plan care ti tau recruiting lead st center building st floor suite connect follow,User Maintenance,Security,FALSE
378,1821,re links thanks raising hi advice please thanks tuesday november links hi take same actions looks clients understand links submitted by hijacked please take over link whatever clicked assistance order station compromised cheers november pm re personal borrow loans overdrafts scheme best regards card electronic channels information public cyprus el fax think print november pm re please links where thank developer november pm hi received think best regards card electronic channels information public cyprus el fax think print november pm re hi talked issue exists think needs regards digital coordinator digital public ave building floor cyprus november pm creating lists products past weeks links editing version since past few links removed preview mode same personal borrow loans overdrafts scheme happens panel ice widgets created hub pages etc fixed these too best regards digital officer public corner avenue avenue cyprus fax think print please note contains information intended individuals entities which addressed intended recipient agent responsible delivering intended recipient received error please notify immediately then completely delete attachments other action taken reliance upon strictly prohibited unauthorized copying printing disclosure bears responsibility loss disruption damage computer occur while contained transmitted views expressed personal otherwise stated thank cooperation please note contains information intended individuals entities which addressed intended recipient agent responsible delivering intended recipient received error please notify immediately then completely delete attachments other action taken reliance upon strictly prohibited unauthorized copying printing disclosure bears responsibility loss disruption damage computer occur while contained transmitted views expressed personal otherwise stated thank cooperation,Security,User Maintenance,FALSE
379,1122,upgrade available version hi rights rights application level which running please find thank wednesday pm re upgrade available version hi please friday pm re upgrade available version hello also dashboard thank re upgrade available version hi everyone order upgrade require rights rights application level implement change impact app notified after depends question response code log effort estimate about initial setup done recommended by app looking forward feedback questions please let best regards friday pm re upgrade available version thank friday pm upgrade available version hello had call his take ownership task he come details needed issue fixed further details please let best regards senior engineer,Network,Application,FALSE
380,843,cooler stand hello ask provide cooler stand regards tester,Database,Database,TRUE
381,2478,sent tuesday march server connection issue hi there server for training purpose cannot connect server due error please attached picture for more information can you help figure out server train sa password train sa thanks regards tester,Network,Network,TRUE
382,597,add routes profile hi please while connected thanks,Application,Application,TRUE
383,157,single sign configuration dear single sign application hosted realized help generate files assistance helpful best regards developer,Application,Application,TRUE
384,2544,sent friday reconnect drive for version application again hi same issue described below came up promise ll write down resolution if you help one more thanks shared senior accountant ext en sent reconnect drive for version application hi could you please help with reconnecting drive also for version you have helped days ago with reconnect for version message receiving while trying launch application thanks shared senior accountant ext en,Network,Network,TRUE
385,181,urgent expire hey guys client expiring days please provide prior expiration please treat urgent,Application,Network,FALSE
386,2224,sent wednesday march door works without badges hello you can open second door entrance one with without badge working anymore thank you manager,Security,Security,TRUE
387,2689,hello have question regarding could be our filter excluding confluence links currently with denmark would be useful if you could help confirm or ca merge mea ca timeout la upgrade exact la la ca la ales ca pot la,Network,Database,FALSE
388,830,copy hello please provide copy plan thank,Database,Database,TRUE
389,1405,floor hello started working arizona area floor please help regards,User Maintenance,User Maintenance,TRUE
390,746,re purchase po has assigned hello please log retrieval well thank,Database,Database,TRUE
391,1960,access th floor dear there problem with access th floor lock or unlock could you please look into with high priority thank you manager,Security,Security,TRUE
392,538,re please action reports hi received has annual leave approved checked him status his leave has status complete please received action best regards wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Application,Application,TRUE
393,2581,poll status status down poll output could data via,Network,Network,TRUE
394,1576,thursday maternity leaver form hello please fill maternity leave form return back thank administration officer,User Maintenance,User Maintenance,TRUE
395,677,purchase po dear purchased requested by cables cable cable please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Database,Database,TRUE
396,961,port hi please help accessing port slaves machines required jobs assign best regards engineer,Network,Network,TRUE
397,64,hi germany he tried himself site reports his details he needs administrator please advise possible since he member client side best regards lead,Application,Application,TRUE
398,2694,sent monday eel hello we have some issues accessing eel affects somehow application we done some test other test environments by accessing redirect eel application same applications eel or eel works fine we configured correctly for eel thanks engineer,Network,Network,TRUE
399,1382,re starter card enabling hello va ii alt card se la,User Maintenance,User Maintenance,TRUE
400,1023,provide additional test device hello wallet mobile app needs testing which gave number devices please provide device well se developer uses phone addresses which device needs host intern host proxy host proxy test host test proxy host test host inside secure thank consultant mobile,Network,Network,TRUE
401,2295,sent monday lost badge hi could you please block old badge have lost also could you please initiate procedure obtain one please let know if there any info should provide case best regards applications engineer,Security,Security,TRUE
402,2797,sent friday october laptop issues hi laptop had small accident route work exterior body cracked works software hardware point view but looking too good afraid might expand crack future can you please look into maybe replace exterior body thanks lead en,Database,Network,FALSE
403,445,obi report hello creation report report allow candidates registered both active inactive also filter according best regards find out more about experience,Application,Application,TRUE
404,2080,sent friday july card hello awesome guys intern la badge se manager,Security,Security,TRUE
405,1367,hi please make members moment works important meeting october members best regards agile,User Maintenance,Application,FALSE
406,828,re purchase po hello per please log hardware retrieval since logged allocation logged resolved thanks engineer tuesday december pm purchase po dear purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Database,Database,TRUE
407,917,hello please whatever name please advise possible upload certificate staging careers similar too dots change example thank,Network,Application,FALSE
408,2278,sent friday february lost phone hello somehow managed lose work phone today have looked everywhere for also spoke everyone cafeteria them but one seems know anything about please let know what process what need case also please wipe device kind regards infrastructure manager,Security,Network,FALSE
409,2968,sent wednesday care en en en tot sa care prize ca sa ii restart multi sa se si sa ne si,Database,Database,TRUE
410,1125,ports dear please help accessing ports additionally also slaves configuration needed troubleshooting details root connect timed out port accessible client escape character ctrl thanks engineer,Network,Network,TRUE
411,122,change dear required change he further reports instead thanks client id bb,Application,Application,TRUE
412,383,shared mailbox dear please help ad issued digital certificate user please find communication thank kind regards thursday pm re shared mailbox hi think ask directly acting intermediary cannot myself think question ask please ad issued digital certificate user which seems ad name linked shared mailbox purpose digital certificate enable secure make has listed under enhanced key usage once certificate created exported along key protected file arrange imported onto certificates stores members enable signed shared mailbox file course make same channel file file over over example kind regards shared mailbox hi had discussion related understand intended user mailbox tricky manage share mailbox please help add certificate shared mailbox manageable suggest solution thank kind regards sox controls,Application,User Maintenance,FALSE
413,489,mailbox hello please help mailbox part thanks officer ext,Application,Application,TRUE
414,937,port azure machine hi please assign please port azure machine slave required thank engineer,Network,Network,TRUE
415,1215,visitor cards hi please create visitor cards secured upon client visits other colleagues visits thank senior,User Maintenance,User Maintenance,TRUE
416,1413,work hello want inform colleagues working during working saturday please kindest regards,User Maintenance,Application,FALSE
417,1194,dear please setup parameters commercial code member role hardware details quantity comments developer cores storage purpose developer developer edition cores storage database developer cores storage cd purpose tester cores storage testing purpose please provide cost setup best regards,Network,Application,FALSE
418,413,please action reports hi he removed report thanks date wednesday please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date legacy total days,Application,Application,TRUE
419,591,error hello enter error holiday whole public holiday entered automatically annual leave find thank best regards software developer,Application,Application,TRUE
420,1021,re call action add user dear think added since having problems accessing links please again thank call action add user dear changed please add code thank,Network,Application,FALSE
421,475,hello help client resources port port please feel free question thank engineer,Application,Database,FALSE
422,2316,work lost access card reported took temporary card noticed could you forward case belgrade,Security,Security,TRUE
423,1275,re va wednesday november si si va image,User Maintenance,User Maintenance,TRUE
424,2369,sent tuesday november please delete info form mailboxes hi can you raise urgent ticket if necessary ask find delete please treat urgent needs happen today if possible kind regards information compliance officer extension or,Security,Network,FALSE
425,2434,sent thursday march re ny speed attached north date thursday march re ny speed please with another speed thanks much senior engineer ext upcoming days off march phone number date thursday march ny speed hello could you please attach well we can forward appropriate thank you kind regards analyst ext hub sent wednesday march re ny speed we need have included because have route correct have access speeds can you look into below please thanks senior engineer ext upcoming days off march phone number date wednesday march ny speed hi could we please look improving our speed ny bad even connecting phone gives stronger connection attached speed test with situations thanks north,Network,Network,TRUE
426,1136,july kb needed hello identify these july understand these patched attach updated report title needed cumulative update explorer kb cumulative update explorer kb based kb update based kb update based kb update based kb based kb based kb based kb update based kb update kb bit edition update excel kb bit edition update kb bit edition cumulative update explorer based kb update flash player based kb based kb update based kb based kb update based kb update kb bit edition update kb bit edition update word kb bit edition update word kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update kb bit edition update excel kb bit edition update kb bit edition cumulative update explorer based kb cumulative update explorer kb update flash player based kb cumulative update explorer based kb update flash player based kb based kb based kb update based kb update based kb update based kb update based kb based kb based kb based kb based kb update based kb update based kb cumulative update explorer based kb update kb bit edition update kb bit edition thank regards owner,Network,Application,FALSE
427,1357,badge hello left badge by mistake visitor badge maybe none left front located regards senior developer,User Maintenance,Security,FALSE
428,1176,instance shut down dear please shut down instance test thank,Network,Network,TRUE
429,1614,tuesday card deactivated hi please card activate again almost months since assignment client card number name located thank kind regards,User Maintenance,Security,FALSE
430,1597,wednesday pm close secured area hello please close secured area tower effective thank regards officer,User Maintenance,User Maintenance,TRUE
431,1263,december pm card hi encountering problems regarding cards badges helpful better understand process please help more information thanks blvd floor district,User Maintenance,User Maintenance,TRUE
432,2670,sent tuesday october unexpected generated by hi could you ask someone investigate why server apparently generated original generated non reports reported by attached thanks,Network,Network,TRUE
433,1849,wednesday pm secured hi please secured please urgent thanks,Security,User Maintenance,FALSE
434,315,wants dear took over role please thank accept decline requests,Application,Application,TRUE
435,1314,si va si si maine care personal si card va,User Maintenance,User Maintenance,TRUE
436,1703,thursday pm re leavers cards hi cards lost thank thursday pm leavers cards hello kindly asking assistance please note marked returned cards way cards returned please advise lost cannot returned thank kindest regards analyst ext hub thursday pm re leavers cards care care lovely thursday pm re leavers cards hello thank response please find updated thank kindest regards analyst ext hub thursday pm re leavers cards ne ca thursday pm leavers cards hello kindly asking assistance leavers cards per please advise cards returned require information order reissue cards thank kindest regards analyst ext hub,User Maintenance,User Maintenance,TRUE
437,162,changing salary slips dear had issue salary slips via separate purpose slips due change once months assistance changed changes required anymore issue slips going forward please log assign colleague he had done job thank kind regards country,Application,Database,FALSE
438,295,please action submit cards hello withdrawn past annual leave period action has become invalid received tried reenter canceled annual leave mentioned did let submit date annual leave past actions taken resolve query thanks tester please action submit cards dear receiving because cards haven submitted please note enough enter also make submit take corrective actions submitted card gets rejected breakdown submitted cards please submit accordingly possible country submitted cards card status entered total submitted cards submitted cards statuses explained error usually happens log calendar view period than days then delete which causes timecard switch error fix add back deleted delete entire timecard right hand side menu recreate again rejected card rejected by approvers please card entries accordingly resubmit entered status timecard few days entire timecard entered saved cards status has passed entered validation gone next submission step card issues resolve please wait corresponding resolutions,Application,Application,TRUE
439,2329,sent wednesday december misplaced card hi unable locate entrance card could you provide one revoke old cheers,Security,Security,TRUE
440,2438,sent wednesday march vulnerability findings hi sheet titled results by address attached excel file list addresses originally rated critical high severity vulnerabilities found these by run by february re assessed severity each vulnerability indicated rating column sheet results by address can you please raise tickets for each address vulnerability combinations rated high or critical column there only them fact assign tickets correct ask them apply fixed software configurations resolve these vulnerabilities kind regards information compliance officer extension or,Network,Security,FALSE
441,2955,sent friday cannot use any printers hi can you please help with finding any printers unable perform printer found tried using host name etc thank you senior developer mob your zone,Database,Database,TRUE
442,1165,hi please help out report similar please thank july export hi discussed via please help export assets added provide auditor by please log thank,Network,Application,FALSE
443,1228,disable card hello please disable card card storage room member added required kind regards engineer ext,User Maintenance,User Maintenance,TRUE
444,517,transfer form hello please fill transfer form thank,Application,User Maintenance,FALSE
445,767,purchase po dear purchased la type please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Database,Database,TRUE
446,836,purchase po dear purchased pro retina intel plus graphics kb description quantity peripheral mouse other apple adapter pro inch retina display peripheral keyboard numeric keypad please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Database,Database,TRUE
447,2310,issues with access cards,Security,Security,TRUE
448,2259,sent thursday february event notification data event ground floor main door open source cafe details details details,Security,Security,TRUE
449,2625,sent thursday november issues hi we have device andes meeting room device works fine drop calls each or minutes usually we can share screen call because disconnect device drop call same issue but less frequency happened with other two devices la meeting rooms have connect them like speakers using cable works because connected like device can you help solve issue maybe networking matter kind regards engineer ext,Network,Database,FALSE
450,2221,original message sent thursday march event notification data event ground floor front right door open source main details details details,Security,Security,TRUE
451,2771,sent friday november phone keeps logging out gets disconnected hello could you please assist with above mentioned there might be issue with cables have changed phones still happens currently had move desks went break upon returning phone was allowing press any keys unplugged cable was then stuck waiting discovery changed phones other one was also stuck discovery previously advised issue might be with cables even if move phone centimeter disconnects thanks kind regards analyst,Database,Database,TRUE
452,2206,sent monday march vulnerabilities fix several servers hi guys sd please open ticket for several servers have identified having vulnerabilities attached you ll find report outdated server software end appears have outdated software installed port please update latest version bind please update bind please update apache please update apache apache apache process migration please update apache apache school please update apache apache port please update apache apache maintenance process migration please update apache apache process migration please update apache apache process migration please update apache apache please update apache possibly thank you technical consultant ext your zone,Security,Application,FALSE
453,2985,sent friday re low bandwidth problems floor our meeting room hi want make small note here used cable audio was satisfactory but had video also morning screen sharing did work header common issue best regards sent friday low bandwidth problems floor our meeting room importance high dear we have low bandwidth problems floor when connecting cable tried our or meeting rooms problem because impacts our work our relationship with client please let know what root cause thank you best regards agile manager next annual leave,Database,Network,FALSE
454,1401,leaver card si ca,User Maintenance,User Maintenance,TRUE
455,1862,add tuesday february re scam report hi thanks letting about please add addresses blacklist kind regards february pm scam report importance high hi guys got attached which scam hopefully won opened by other employees got same cheers test consultant,Security,Application,FALSE
456,2095,sent wednesday card access hello wanted announce lost card access building thanks software engineer mobile,Security,Security,TRUE
457,320,hi name work location details note mailbox receive messages,Application,Application,TRUE
458,583,hi under please him core thanks officer,Application,Application,TRUE
459,2353,sent november lost badge hi have lost badge believe have lost but what next step thanks information,Security,Security,TRUE
460,1713,thursday pm card care firma,User Maintenance,User Maintenance,TRUE
461,1805,re maternity leaver card card ca,Security,User Maintenance,FALSE
462,1313,va ca si la va,User Maintenance,User Maintenance,TRUE
463,1467,july pm card si,User Maintenance,User Maintenance,TRUE
464,494,add somebody hi kindly ask add billing billing thanks best regards,Application,Application,TRUE
465,2196,sent tuesday event notification data event sub door remote alarm source sub door details details details,Security,Security,TRUE
466,2937,hello ctrl key keyboard left side working any longer might have something with coffee spilled other one right side keyboard working but really comfortable use daily activities your help with be much appreciated,Database,Database,TRUE
467,1372,re card enabling center se la va ii merci,User Maintenance,Security,FALSE
468,1480,july pm identifying owner card importance high dear colleagues please kindly let name owner card he she lost colleague brought thank best regards,User Maintenance,User Maintenance,TRUE
469,1424,secured area hi guys please secured area floor copied needed thanks officer,User Maintenance,User Maintenance,TRUE
470,1754,saturday december pm control dear please log name category application summary control description please control report comprising users disaster recovery steps follow log explorer expert mode classic outline building ares public right anywhere instant report choose export report format comma separated values browse save reports chose name user example save re done find report reports name priority assigned thank kind regards reference reoccurring,User Maintenance,Application,FALSE
471,766,cables needed hello writing order cables arrived today order solved by thank best regards tester,Database,Database,TRUE
472,1504,friday july pm re personal hello please help out her thank july personal importance high va la blvd rd floor friday july pm re maine merci july wrote va care maine va friday july pm si managing employment,User Maintenance,User Maintenance,TRUE
473,2847,mb please advise la client sa ticket la si sa super,Database,Database,TRUE
474,2226,original message sent monday march event notification data event ground floor balcony door open source balcony details details details,Security,Security,TRUE
475,1247,hi please approve floor thanks,User Maintenance,Application,FALSE
476,183,hi please provide user let more information required thank,Application,Application,TRUE
477,933,item publicly hello please log best regards senior engineer re item publicly hello please help colleague same issue his thanks friday pm re item publicly working thanks design lead friday pm re item publicly hello please let outcome best regards senior engineer re item publicly se pare ca mea si design lead friday pm re item publicly conform design lead thursday re item publicly wednesday july pm re item publicly se best regards senior engineer re item publicly additional comment added si la july pm re item publicly additional comment added best regards senior engineer re item publicly additional comment added inca tine si mobil ad oh july pm re item publicly additional comment added si port si best regards senior engineer re item publicly additional comment added tine ti paternal si el ne la merge la setup merge browser intra ca fie ne please urgent wednesday pm re item publicly additional comment added care public public care maine cr best regards senior engineer re item publicly additional comment added merci ne setup ca si ne fie care merci tuesday pm re item publicly additional comment added public failed authorization procedure urn acme error connect client verify problem looking problem looking maine test best regards senior engineer re item publicly additional comment added let encrypt name care exterior let encrypt automatically create simple port prove control let encrypt care name si certificate tuesday re item publicly additional comment added si proxy pot let encrypt best regards senior engineer re item publicly additional comment added merci wednesday pm re item publicly additional comment added ca fie premise si si si ca premise exact ne pot va re item publicly additional comment added ca certificate la let encrypt se pare ca si ne,Network,Network,TRUE
478,2261,hi belgrade forgot access card need temporary one raising incident retroactively happened yesterday issue fact resolved but incident was raised thanks for your swiftness regards,Security,Security,TRUE
479,1038,administration hello please administration checking groups by administered because controllers groups voice mails kindly thank engineer,Network,Database,FALSE
480,2144,sent tuesday access card hello lost access card what should get another one thanks,Security,Security,TRUE
481,2695,sent wednesday re endive hi know if you guys know anything but working per two users also let you two know for pc was connecting please let know asap if you can thanks engineer en ext,Network,Network,TRUE
482,2504,sent thursday february access control problem hello noticed communicate with access control units ca ca ca could you please investigate thank you engineer,Network,Security,FALSE
483,1584,pm card hello kindly activate card well let information thanks kind regards infrastructure pm card si la inca merci officer march pm re card update care la ca si active si firma fie cat thanks infrastructure,User Maintenance,Security,FALSE
484,2442,sent wednesday march re cannot access server hi thanks again for your help with below sincerely manager sent tuesday march re cannot access server hello let you know updated your package with server details order for changes take effect please restart you package should you need any further details please let know best regards senior engineer en sent tuesday march re cannot access server importance high dear could you also please help with below request with higher priority thank you sincerely manager sent tuesday march cannot access server importance high hi could you please help one members with access server client site today there access server for him was able successfully access server being here suspect might be some permissions issue could you please check today beginning tomorrow needs be able work with client server thank you senior developer en,Network,Network,TRUE
485,2640,sent thursday november environments accessible importance high hi since amendments settings have done we can access environments here you have tickets logged for changes change settings change settings yesterday we can access environments today we can access environments either blocking our can you please take look design lead,Network,Security,FALSE
486,1810,re card hello la el va lucre la merci,Security,Security,TRUE
487,2870,sent friday october printer hi printer print room working reading cartridges being put there anything can be done thank you kind regards receptionist,Database,Database,TRUE
488,1050,resources hi resources regards,Network,Application,FALSE
489,1260,permission card allowed doors earlier hello please bellow assign thank engineer ext december permission card allowed doors earlier hi spoke morning related conversation permission card allowed doors every working afterwards based needs flexible working appreciate permission possibility next thank lot appreciate means lot br,User Maintenance,Security,FALSE
